Price,Shaft_Diameter,Rated_torque,Max_Torque_Rating,Thermal_Rating,Actual_Ratio,Max_Input_Power,Actual_Speed_Rpm
158090.0,99.06,25689.69,36436.31,87.3,8626.44,313.6,849.05
158140.0,99.09,25697.6,36447.52,87.33,8629.1,313.7,849.31
158180.0,99.11,25705.51,36458.73,87.35,8631.76,313.79,849.57
158230.0,99.14,25713.42,36469.94,87.38,8634.42,313.89,849.83
158280.0,99.16,25721.32,36481.15,87.41,8637.08,313.99,850.09
158320.0,99.19,25729.23,36492.35,87.43,8639.74,314.08,850.36
158370.0,99.21,25737.14,36503.56,87.46,8642.4,314.18,850.62
158420.0,99.24,25745.05,36514.77,87.49,8645.06,314.28,850.88
158460.0,99.26,25752.96,36525.98,87.51,8647.72,314.37,851.14
158510.0,99.29,25760.86,36537.18,87.54,8650.38,314.47,851.4
158560.0,99.31,25768.77,36548.39,87.57,8653.04,314.57,851.67
158600.0,99.34,25776.68,36559.6,87.59,8655.7,314.66,851.93
158650.0,99.36,25784.59,36570.81,87.62,8658.36,314.76,852.19
158700.0,99.38,25792.5,36582.01,87.65,8661.02,314.86,852.45
158750.0,99.41,25800.4,36593.22,87.67,8663.68,314.95,852.71
158790.0,99.43,25808.31,36604.43,87.7,8666.35,315.05,852.98
158840.0,99.46,25816.22,36615.64,87.73,8669.01,315.15,853.24
158890.0,99.48,25824.13,36626.84,87.75,8671.67,315.24,853.5
158930.0,99.51,25832.04,36638.05,87.78,8674.33,315.34,853.76
158980.0,99.53,25839.94,36649.26,87.81,8676.99,315.44,854.02
159030.0,99.56,25847.85,36660.47,87.83,8679.65,315.53,854.29
159070.0,99.58,25855.76,36671.68,87.86,8682.31,315.63,854.55
159120.0,99.61,25863.67,36682.88,87.89,8684.97,315.73,854.81
159170.0,99.63,25871.58,36694.09,87.91,8687.63,315.82,855.07
159210.0,99.66,25879.48,36705.3,87.94,8690.29,315.92,855.33
159260.0,99.68,25887.39,36716.51,87.97,8692.95,316.02,855.6
159310.0,99.71,25895.3,36727.71,87.99,8695.61,316.11,855.86
159360.0,99.73,25903.21,36738.92,88.02,8698.27,316.21,856.12
159400.0,99.76,25911.12,36750.13,88.05,8700.93,316.31,856.38
159450.0,99.78,25919.02,36761.34,88.07,8703.59,316.4,856.64
159500.0,99.81,25926.93,36772.54,88.1,8706.26,316.5,856.91
159540.0,99.83,25934.84,36783.75,88.13,8708.92,316.6,857.17
159590.0,99.86,25942.75,36794.96,88.15,8711.58,316.7,857.43
159640.0,99.88,25950.66,36806.17,88.18,8714.24,316.79,857.69
159680.0,99.91,25958.57,36817.37,88.21,8716.9,316.89,857.95
159730.0,99.93,25966.47,36828.58,88.23,8719.56,316.99,858.21
159780.0,99.96,25974.38,36839.79,88.26,8722.22,317.08,858.48
159830.0,99.98,25982.29,36851.0,88.29,8724.88,317.18,858.74
159870.0,100.01,25990.2,36862.21,88.31,8727.54,317.28,859.0
159920.0,100.03,25998.11,36873.41,88.34,8730.2,317.37,859.26
159970.0,100.05,26006.01,36884.62,88.37,8732.86,317.47,859.52
160010.0,100.08,26013.92,36895.83,88.39,8735.52,317.57,859.79
160060.0,100.1,26021.83,36907.04,88.42,8738.18,317.66,860.05
160110.0,100.13,26029.74,36918.24,88.45,8740.84,317.76,860.31
160150.0,100.15,26037.65,36929.45,88.47,8743.5,317.86,860.57
160200.0,100.18,26045.55,36940.66,88.5,8746.17,317.95,860.83
160250.0,100.2,26053.46,36951.87,88.53,8748.83,318.05,861.1
160290.0,100.23,26061.37,36963.07,88.55,8751.49,318.15,861.36
160340.0,100.25,26069.28,36974.28,88.58,8754.15,318.24,861.62
160390.0,100.28,26077.19,36985.49,88.61,8756.81,318.34,861.88
160440.0,100.3,26085.09,36996.7,88.63,8759.47,318.44,862.14
160480.0,100.33,26093.0,37007.9,88.66,8762.13,318.53,862.41
160530.0,100.35,26100.91,37019.11,88.69,8764.79,318.63,862.67
160580.0,100.38,26108.82,37030.32,88.71,8767.45,318.73,862.93
160620.0,100.4,26116.73,37041.53,88.74,8770.11,318.82,863.19
160670.0,100.43,26124.63,37052.74,88.77,8772.77,318.92,863.45
160720.0,100.45,26132.54,37063.94,88.79,8775.43,319.02,863.72
160760.0,100.48,26140.45,37075.15,88.82,8778.09,319.11,863.98
160810.0,100.5,26148.36,37086.36,88.85,8780.75,319.21,864.24
160860.0,100.53,26156.27,37097.57,88.87,8783.42,319.31,864.5
160910.0,100.55,26164.17,37108.77,88.9,8786.08,319.4,864.76
160950.0,100.58,26172.08,37119.98,88.93,8788.74,319.5,865.02
161000.0,100.6,26179.99,37131.19,88.95,8791.4,319.6,865.29
161050.0,100.63,26187.9,37142.4,88.98,8794.06,319.69,865.55
161090.0,100.65,26195.81,37153.6,89.01,8796.72,319.79,865.81
161140.0,100.67,26203.72,37164.81,89.03,8799.38,319.89,866.07
161190.0,100.7,26211.62,37176.02,89.06,8802.04,319.98,866.33
161230.0,100.72,26219.53,37187.23,89.09,8804.7,320.08,866.6
161280.0,100.75,26227.44,37198.43,89.11,8807.36,320.18,866.86
161330.0,100.77,26235.35,37209.64,89.14,8810.02,320.28,867.12
161370.0,100.8,26243.26,37220.85,89.17,8812.68,320.37,867.38
161420.0,100.82,26251.16,37232.06,89.19,8815.34,320.47,867.64
161470.0,100.85,26259.07,37243.27,89.22,8818.0,320.57,867.91
161520.0,100.87,26266.98,37254.47,89.25,8820.66,320.66,868.17
161560.0,100.9,26274.89,37265.68,89.27,8823.33,320.76,868.43
161610.0,100.92,26282.8,37276.89,89.3,8825.99,320.86,868.69
161660.0,100.95,26290.7,37288.1,89.33,8828.65,320.95,868.95
161700.0,100.97,26298.61,37299.3,89.35,8831.31,321.05,869.22
161750.0,101.0,26306.52,37310.51,89.38,8833.97,321.15,869.48
161800.0,101.02,26314.43,37321.72,89.41,8836.63,321.24,869.74
161840.0,101.05,26322.34,37332.93,89.43,8839.29,321.34,870.0
161890.0,101.07,26330.24,37344.13,89.46,8841.95,321.44,870.26
161940.0,101.1,26338.15,37355.34,89.49,8844.61,321.53,870.53
161980.0,101.12,26346.06,37366.55,89.51,8847.27,321.63,870.79
162030.0,101.15,26353.97,37377.76,89.54,8849.93,321.73,871.05
162080.0,101.17,26361.88,37388.96,89.57,8852.59,321.82,871.31
162130.0,101.2,26369.78,37400.17,89.59,8855.25,321.92,871.57
162170.0,101.22,26377.69,37411.38,89.62,8857.91,322.02,871.84
162220.0,101.25,26385.6,37422.59,89.65,8860.57,322.11,872.1
162270.0,101.27,26393.51,37433.8,89.67,8863.24,322.21,872.36
162310.0,101.3,26401.42,37445.0,89.7,8865.9,322.31,872.62
162360.0,101.32,26409.32,37456.21,89.73,8868.56,322.4,872.88
162410.0,101.34,26417.23,37467.42,89.75,8871.22,322.5,873.14
162450.0,101.37,26425.14,37478.63,89.78,8873.88,322.6,873.41
162500.0,101.39,26433.05,37489.83,89.81,8876.54,322.69,873.67
162550.0,101.42,26440.96,37501.04,89.83,8879.2,322.79,873.93
162600.0,101.44,26448.87,37512.25,89.86,8881.86,322.89,874.19
162640.0,101.47,26456.77,37523.46,89.89,8884.52,322.98,874.45
162690.0,101.49,26464.68,37534.66,89.91,8887.18,323.08,874.72
162740.0,101.52,26472.59,37545.87,89.94,8889.84,323.18,874.98
162780.0,101.54,26480.5,37557.08,89.97,8892.5,323.27,875.24
162830.0,101.57,26488.41,37568.29,89.99,8895.16,323.37,875.5
162880.0,101.59,26496.31,37579.49,90.02,8897.82,323.47,875.76
162920.0,101.62,26504.22,37590.7,90.05,8900.48,323.56,876.03
162970.0,101.64,26512.13,37601.91,90.07,8903.15,323.66,876.29
163020.0,101.67,26520.04,37613.12,90.1,8905.81,323.76,876.55
163060.0,101.69,26527.95,37624.33,90.13,8908.47,323.86,876.81
163110.0,101.72,26535.85,37635.53,90.15,8911.13,323.95,877.07
163160.0,101.74,26543.76,37646.74,90.18,8913.79,324.05,877.34
163210.0,101.77,26551.67,37657.95,90.21,8916.45,324.15,877.6
163250.0,101.79,26559.58,37669.16,90.23,8919.11,324.24,877.86
163300.0,101.82,26567.49,37680.36,90.26,8921.77,324.34,878.12
163350.0,101.84,26575.39,37691.57,90.29,8924.43,324.44,878.38
163390.0,101.87,26583.3,37702.78,90.31,8927.09,324.53,878.65
163440.0,101.89,26591.21,37713.99,90.34,8929.75,324.63,878.91
163490.0,101.92,26599.12,37725.19,90.37,8932.41,324.73,879.17
163530.0,101.94,26607.03,37736.4,90.39,8935.07,324.82,879.43
163580.0,101.96,26614.93,37747.61,90.42,8937.73,324.92,879.69
163630.0,101.99,26622.84,37758.82,90.45,8940.4,325.02,879.96
163670.0,102.01,26630.75,37770.02,90.47,8943.06,325.11,880.22
163720.0,102.04,26638.66,37781.23,90.5,8945.72,325.21,880.48
163770.0,102.06,26646.57,37792.44,90.53,8948.38,325.31,880.74
163820.0,102.09,26654.47,37803.65,90.55,8951.04,325.4,881.0
163860.0,102.11,26662.38,37814.86,90.58,8953.7,325.5,881.26
163910.0,102.14,26670.29,37826.06,90.61,8956.36,325.6,881.53
163960.0,102.16,26678.2,37837.27,90.63,8959.02,325.69,881.79
164000.0,102.19,26686.11,37848.48,90.66,8961.68,325.79,882.05
164050.0,102.21,26694.02,37859.69,90.69,8964.34,325.89,882.31
164100.0,102.24,26701.92,37870.89,90.71,8967.0,325.98,882.57
164140.0,102.26,26709.83,37882.1,90.74,8969.66,326.08,882.84
164190.0,102.29,26717.74,37893.31,90.77,8972.32,326.18,883.1
164240.0,102.31,26725.65,37904.52,90.79,8974.98,326.27,883.36
164290.0,102.34,26733.56,37915.72,90.82,8977.64,326.37,883.62
164330.0,102.36,26741.46,37926.93,90.85,8980.31,326.47,883.88
164380.0,102.39,26749.37,37938.14,90.87,8982.97,326.56,884.15
164430.0,102.41,26757.28,37949.35,90.9,8985.63,326.66,884.41
164470.0,102.44,26765.19,37960.55,90.93,8988.29,326.76,884.67
164520.0,102.46,26773.1,37971.76,90.95,8990.95,326.85,884.93
164570.0,102.49,26781.0,37982.97,90.98,8993.61,326.95,885.19
164610.0,102.51,26788.91,37994.18,91.01,8996.27,327.05,885.46
164660.0,102.54,26796.82,38005.39,91.03,8998.93,327.14,885.72
164710.0,102.56,26804.73,38016.59,91.06,9001.59,327.24,885.98
164750.0,102.59,26812.64,38027.8,91.09,9004.25,327.34,886.24
164800.0,102.61,26820.54,38039.01,91.11,9006.91,327.44,886.5
164850.0,102.63,26828.45,38050.22,91.14,9009.57,327.53,886.77
164900.0,102.66,26836.36,38061.42,91.17,9012.23,327.63,887.03
164940.0,102.68,26844.27,38072.63,91.19,9014.89,327.73,887.29
164990.0,102.71,26852.18,38083.84,91.22,9017.55,327.82,887.55
165040.0,102.73,26860.08,38095.05,91.25,9020.22,327.92,887.81
165080.0,102.76,26867.99,38106.25,91.27,9022.88,328.02,888.08
165130.0,102.78,26875.9,38117.46,91.3,9025.54,328.11,888.34
165180.0,102.81,26883.81,38128.67,91.33,9028.2,328.21,888.6
165220.0,102.83,26891.72,38139.88,91.35,9030.86,328.31,888.86
165270.0,102.86,26899.62,38151.08,91.38,9033.52,328.4,889.12
165320.0,102.88,26907.53,38162.29,91.41,9036.18,328.5,889.38
165370.0,102.91,26915.44,38173.5,91.43,9038.84,328.6,889.65
165410.0,102.93,26923.35,38184.71,91.46,9041.5,328.69,889.91
165460.0,102.96,26931.26,38195.92,91.49,9044.16,328.79,890.17
165510.0,102.98,26939.17,38207.12,91.51,9046.82,328.89,890.43
165550.0,103.01,26947.07,38218.33,91.54,9049.48,328.98,890.69
165600.0,103.03,26954.98,38229.54,91.57,9052.14,329.08,890.96
165650.0,103.06,26962.89,38240.75,91.59,9054.8,329.18,891.22
165690.0,103.08,26970.8,38251.95,91.62,9057.47,329.27,891.48
165740.0,103.11,26978.71,38263.16,91.65,9060.13,329.37,891.74
165790.0,103.13,26986.61,38274.37,91.67,9062.79,329.47,892.0
165830.0,103.16,26994.52,38285.58,91.7,9065.45,329.56,892.27
165880.0,103.18,27002.43,38296.78,91.73,9068.11,329.66,892.53
165930.0,103.21,27010.34,38307.99,91.75,9070.77,329.76,892.79
165980.0,103.23,27018.25,38319.2,91.78,9073.43,329.85,893.05
166020.0,103.25,27026.15,38330.41,91.81,9076.09,329.95,893.31
166070.0,103.28,27034.06,38341.61,91.83,9078.75,330.05,893.58
166120.0,103.3,27041.97,38352.82,91.86,9081.41,330.14,893.84
166160.0,103.33,27049.88,38364.03,91.89,9084.07,330.24,894.1
166210.0,103.35,27057.79,38375.24,91.91,9086.73,330.34,894.36
166260.0,103.38,27065.69,38386.45,91.94,9089.39,330.43,894.62
166300.0,103.4,27073.6,38397.65,91.97,9092.05,330.53,894.89
166350.0,103.43,27081.51,38408.86,91.99,9094.71,330.63,895.15
166400.0,103.45,27089.42,38420.07,92.02,9097.38,330.72,895.41
166440.0,103.48,27097.33,38431.28,92.05,9100.04,330.82,895.67
166490.0,103.5,27105.23,38442.48,92.07,9102.7,330.92,895.93
166540.0,103.53,27113.14,38453.69,92.1,9105.36,331.02,896.19
166590.0,103.55,27121.05,38464.9,92.13,9108.02,331.11,896.46
166630.0,103.58,27128.96,38476.11,92.15,9110.68,331.21,896.72
166680.0,103.6,27136.87,38487.31,92.18,9113.34,331.31,896.98
166730.0,103.63,27144.77,38498.52,92.21,9116.0,331.4,897.24
166770.0,103.65,27152.68,38509.73,92.23,9118.66,331.5,897.5
166820.0,103.68,27160.59,38520.94,92.26,9121.32,331.6,897.77
166870.0,103.7,27168.5,38532.14,92.29,9123.98,331.69,898.03
166910.0,103.73,27176.41,38543.35,92.31,9126.64,331.79,898.29
166960.0,103.75,27184.32,38554.56,92.34,9129.3,331.89,898.55
167010.0,103.78,27192.22,38565.77,92.37,9131.96,331.98,898.81
167060.0,103.8,27200.13,38576.98,92.39,9134.62,332.08,899.08
167100.0,103.83,27208.04,38588.18,92.42,9137.29,332.18,899.34
167150.0,103.85,27215.95,38599.39,92.45,9139.95,332.27,899.6
167200.0,103.88,27223.86,38610.6,92.47,9142.61,332.37,899.86
167240.0,103.9,27231.76,38621.81,92.5,9145.27,332.47,900.12
167290.0,103.92,27239.67,38633.01,92.53,9147.93,332.56,900.39
167340.0,103.95,27247.58,38644.22,92.55,9150.59,332.66,900.65
167380.0,103.97,27255.49,38655.43,92.58,9153.25,332.76,900.91
167430.0,104.0,27263.4,38666.64,92.61,9155.91,332.85,901.17
167480.0,104.02,27271.3,38677.84,92.63,9158.57,332.95,901.43
167520.0,104.05,27279.21,38689.05,92.66,9161.23,333.05,901.7
167570.0,104.07,27287.12,38700.26,92.69,9163.89,333.14,901.96
167620.0,104.1,27295.03,38711.47,92.71,9166.55,333.24,902.22
167670.0,104.12,27302.94,38722.67,92.74,9169.21,333.34,902.48
167710.0,104.15,27310.84,38733.88,92.77,9171.87,333.43,902.74
167760.0,104.17,27318.75,38745.09,92.79,9174.53,333.53,903.01
167810.0,104.2,27326.66,38756.3,92.82,9177.2,333.63,903.27
167850.0,104.22,27334.57,38767.51,92.85,9179.86,333.72,903.53
167900.0,104.25,27342.48,38778.71,92.88,9182.52,333.82,903.79
167950.0,104.27,27350.38,38789.92,92.9,9185.18,333.92,904.05
167990.0,104.3,27358.29,38801.13,92.93,9187.84,334.01,904.31
168040.0,104.32,27366.2,38812.34,92.96,9190.5,334.11,904.58
168090.0,104.35,27374.11,38823.54,92.98,9193.16,334.21,904.84
168140.0,104.37,27382.02,38834.75,93.01,9195.82,334.3,905.1
168180.0,104.4,27389.92,38845.96,93.04,9198.48,334.4,905.36
168230.0,104.42,27397.83,38857.17,93.06,9201.14,334.5,905.62
168280.0,104.45,27405.74,38868.37,93.09,9203.8,334.6,905.89
168320.0,104.47,27413.65,38879.58,93.12,9206.46,334.69,906.15
168370.0,104.5,27421.56,38890.79,93.14,9209.12,334.79,906.41
168420.0,104.52,27429.46,38902.0,93.17,9211.78,334.89,906.67
168460.0,104.54,27437.37,38913.2,93.2,9214.45,334.98,906.93
168510.0,104.57,27445.28,38924.41,93.22,9217.11,335.08,907.2
168560.0,104.59,27453.19,38935.62,93.25,9219.77,335.18,907.46
168600.0,104.62,27461.1,38946.83,93.28,9222.43,335.27,907.72
168650.0,104.64,27469.01,38958.04,93.3,9225.09,335.37,907.98
168700.0,104.67,27476.91,38969.24,93.33,9227.75,335.47,908.24
168750.0,104.69,27484.82,38980.45,93.36,9230.41,335.56,908.51
168790.0,104.72,27492.73,38991.66,93.38,9233.07,335.66,908.77
168840.0,104.74,27500.64,39002.87,93.41,9235.73,335.76,909.03
168890.0,104.77,27508.55,39014.07,93.44,9238.39,335.85,909.29
168930.0,104.79,27516.45,39025.28,93.46,9241.05,335.95,909.55
168980.0,104.82,27524.36,39036.49,93.49,9243.71,336.05,909.82
169030.0,104.84,27532.27,39047.7,93.52,9246.37,336.14,910.08
169070.0,104.87,27540.18,39058.9,93.54,9249.03,336.24,910.34
169120.0,104.89,27548.09,39070.11,93.57,9251.69,336.34,910.6
169170.0,104.92,27555.99,39081.32,93.6,9254.36,336.43,910.86
169210.0,104.94,27563.9,39092.53,93.62,9257.02,336.53,911.13
169260.0,104.97,27571.81,39103.73,93.65,9259.68,336.63,911.39
169310.0,104.99,27579.72,39114.94,93.68,9262.34,336.72,911.65
169360.0,105.02,27587.63,39126.15,93.7,9265.0,336.82,911.91
169400.0,105.04,27595.53,39137.36,93.73,9267.66,336.92,912.17
169450.0,105.07,27603.44,39148.57,93.76,9270.32,337.01,912.43
169500.0,105.09,27611.35,39159.77,93.78,9272.98,337.11,912.7
169540.0,105.12,27619.26,39170.98,93.81,9275.64,337.21,912.96
169590.0,105.14,27627.17,39182.19,93.84,9278.3,337.3,913.22
169640.0,105.17,27635.07,39193.4,93.86,9280.96,337.4,913.48
169680.0,105.19,27642.98,39204.6,93.89,9283.62,337.5,913.74
169730.0,105.21,27650.89,39215.81,93.92,9286.28,337.59,914.01
169780.0,105.24,27658.8,39227.02,93.94,9288.94,337.69,914.27
169830.0,105.26,27666.71,39238.23,93.97,9291.6,337.79,914.53
169870.0,105.29,27674.61,39249.43,94.0,9294.27,337.88,914.79
169920.0,105.31,27682.52,39260.64,94.02,9296.93,337.98,915.05
169970.0,105.34,27690.43,39271.85,94.05,9299.59,338.08,915.32
170010.0,105.36,27698.34,39283.06,94.08,9302.25,338.18,915.58
170060.0,105.39,27706.25,39294.26,94.1,9304.91,338.27,915.84
170110.0,105.41,27714.16,39305.47,94.13,9307.57,338.37,916.1
170150.0,105.44,27722.06,39316.68,94.16,9310.23,338.47,916.36
170200.0,105.46,27729.97,39327.89,94.18,9312.89,338.56,916.63
170250.0,105.49,27737.88,39339.1,94.21,9315.55,338.66,916.89
170290.0,105.51,27745.79,39350.3,94.24,9318.21,338.76,917.15
170340.0,105.54,27753.7,39361.51,94.26,9320.87,338.85,917.41
170390.0,105.56,27761.6,39372.72,94.29,9323.53,338.95,917.67
170440.0,105.59,27769.51,39383.93,94.32,9326.19,339.05,917.94
170480.0,105.61,27777.42,39395.13,94.34,9328.85,339.14,918.2
170530.0,105.64,27785.33,39406.34,94.37,9331.51,339.24,918.46
170580.0,105.66,27793.24,39417.55,94.4,9334.18,339.34,918.72
170620.0,105.69,27801.14,39428.76,94.42,9336.84,339.43,918.98
170670.0,105.71,27809.05,39439.96,94.45,9339.5,339.53,919.25
170720.0,105.74,27816.96,39451.17,94.48,9342.16,339.63,919.51
170760.0,105.76,27824.87,39462.38,94.5,9344.82,339.72,919.77
170810.0,105.79,27832.78,39473.59,94.53,9347.48,339.82,920.03
170860.0,105.81,27840.68,39484.79,94.56,9350.14,339.92,920.29
170910.0,105.83,27848.59,39496.0,94.58,9352.8,340.01,920.55
170950.0,105.86,27856.5,39507.21,94.61,9355.46,340.11,920.82
171000.0,105.88,27864.41,39518.42,94.64,9358.12,340.21,921.08
171050.0,105.91,27872.32,39529.63,94.66,9360.78,340.3,921.34
171090.0,105.93,27880.22,39540.83,94.69,9363.44,340.4,921.6
171140.0,105.96,27888.13,39552.04,94.72,9366.1,340.5,921.86
171190.0,105.98,27896.04,39563.25,94.74,9368.76,340.59,922.13
171230.0,106.01,27903.95,39574.46,94.77,9371.43,340.69,922.39
171280.0,106.03,27911.86,39585.66,94.8,9374.09,340.79,922.65
171330.0,106.06,27919.76,39596.87,94.82,9376.75,340.88,922.91
171370.0,106.08,27927.67,39608.08,94.85,9379.41,340.98,923.17
171420.0,106.11,27935.58,39619.29,94.88,9382.07,341.08,923.44
171470.0,106.13,27943.49,39630.49,94.9,9384.73,341.17,923.7
171520.0,106.16,27951.4,39641.7,94.93,9387.39,341.27,923.96
171560.0,106.18,27959.31,39652.91,94.96,9390.05,341.37,924.22
171610.0,106.21,27967.21,39664.12,94.98,9392.71,341.46,924.48
171660.0,106.23,27975.12,39675.32,95.01,9395.37,341.56,924.75
171700.0,106.26,27983.03,39686.53,95.04,9398.03,341.66,925.01
171750.0,106.28,27990.94,39697.74,95.06,9400.69,341.76,925.27
171800.0,106.31,27998.85,39708.95,95.09,9403.35,341.85,925.53
171840.0,106.33,28006.75,39720.16,95.12,9406.01,341.95,925.79
171890.0,106.36,28014.66,39731.36,95.14,9408.67,342.05,926.06
171940.0,106.38,28022.57,39742.57,95.17,9411.34,342.14,926.32
171980.0,106.41,28030.48,39753.78,95.2,9414.0,342.24,926.58
172030.0,106.43,28038.39,39764.99,95.22,9416.66,342.34,926.84
172080.0,106.46,28046.29,39776.19,95.25,9419.32,342.43,927.1
172130.0,106.48,28054.2,39787.4,95.28,9421.98,342.53,927.37
172170.0,106.5,28062.11,39798.61,95.3,9424.64,342.63,927.63
172220.0,106.53,28070.02,39809.82,95.33,9427.3,342.72,927.89
172270.0,106.55,28077.93,39821.02,95.36,9429.96,342.82,928.15
172310.0,106.58,28085.83,39832.23,95.38,9432.62,342.92,928.41
172360.0,106.6,28093.74,39843.44,95.41,9435.28,343.01,928.67
172410.0,106.63,28101.65,39854.65,95.44,9437.94,343.11,928.94
172450.0,106.65,28109.56,39865.85,95.46,9440.6,343.21,929.2
172500.0,106.68,28117.47,39877.06,95.49,9443.26,343.3,929.46
172550.0,106.7,28125.37,39888.27,95.52,9445.92,343.4,929.72
172600.0,106.73,28133.28,39899.48,95.54,9448.58,343.5,929.98
172640.0,106.75,28141.19,39910.69,95.57,9451.25,343.59,930.25
172690.0,106.78,28149.1,39921.89,95.6,9453.91,343.69,930.51
172740.0,106.8,28157.01,39933.1,95.62,9456.57,343.79,930.77
172780.0,106.83,28164.91,39944.31,95.65,9459.23,343.88,931.03
172830.0,106.85,28172.82,39955.52,95.68,9461.89,343.98,931.29
172880.0,106.88,28180.73,39966.72,95.7,9464.55,344.08,931.56
172920.0,106.9,28188.64,39977.93,95.73,9467.21,344.17,931.82
172970.0,106.93,28196.55,39989.14,95.76,9469.87,344.27,932.08
173020.0,106.95,28204.46,40000.35,95.78,9472.53,344.37,932.34
173060.0,106.98,28212.36,40011.55,95.81,9475.19,344.46,932.6
173110.0,107.0,28220.27,40022.76,95.84,9477.85,344.56,932.87
173160.0,107.03,28228.18,40033.97,95.86,9480.51,344.66,933.13
173210.0,107.05,28236.09,40045.18,95.89,9483.17,344.75,933.39
173250.0,107.08,28244.0,40056.38,95.92,9485.83,344.85,933.65
173300.0,107.1,28251.9,40067.59,95.94,9488.49,344.95,933.91
173350.0,107.12,28259.81,40078.8,95.97,9491.16,345.04,934.18
173390.0,107.15,28267.72,40090.01,96.0,9493.82,345.14,934.44
173440.0,107.17,28275.63,40101.22,96.02,9496.48,345.24,934.7
173490.0,107.2,28283.54,40112.42,96.05,9499.14,345.34,934.96
173530.0,107.22,28291.44,40123.63,96.08,9501.8,345.43,935.22
173580.0,107.25,28299.35,40134.84,96.1,9504.46,345.53,935.48
173630.0,107.27,28307.26,40146.05,96.13,9507.12,345.63,935.75
173680.0,107.3,28315.17,40157.25,96.16,9509.78,345.72,936.01
173720.0,107.32,28323.08,40168.46,96.18,9512.44,345.82,936.27
173770.0,107.35,28330.98,40179.67,96.21,9515.1,345.92,936.53
173820.0,107.37,28338.89,40190.88,96.24,9517.76,346.01,936.79
173860.0,107.4,28346.8,40202.08,96.26,9520.42,346.11,937.06
173910.0,107.42,28354.71,40213.29,96.29,9523.08,346.21,937.32
173960.0,107.45,28362.62,40224.5,96.32,9525.74,346.3,937.58
174000.0,107.47,28370.52,40235.71,96.34,9528.41,346.4,937.84
174050.0,107.5,28378.43,40246.91,96.37,9531.07,346.5,938.1
174100.0,107.52,28386.34,40258.12,96.4,9533.73,346.59,938.37
174140.0,107.55,28394.25,40269.33,96.42,9536.39,346.69,938.63
174190.0,107.57,28402.16,40280.54,96.45,9539.05,346.79,938.89
174240.0,107.6,28410.06,40291.75,96.48,9541.71,346.88,939.15
174290.0,107.62,28417.97,40302.95,96.5,9544.37,346.98,939.41
174330.0,107.65,28425.88,40314.16,96.53,9547.03,347.08,939.68
174380.0,107.67,28433.79,40325.37,96.56,9549.69,347.17,939.94
174430.0,107.7,28441.7,40336.58,96.58,9552.35,347.27,940.2
174470.0,107.72,28449.61,40347.78,96.61,9555.01,347.37,940.46
174520.0,107.75,28457.51,40358.99,96.64,9557.67,347.46,940.72
174570.0,107.77,28465.42,40370.2,96.66,9560.33,347.56,940.99
174610.0,107.79,28473.33,40381.41,96.69,9562.99,347.66,941.25
174660.0,107.82,28481.24,40392.61,96.72,9565.65,347.75,941.51
174710.0,107.84,28489.15,40403.82,96.74,9568.32,347.85,941.77
174750.0,107.87,28497.05,40415.03,96.77,9570.98,347.95,942.03
174800.0,107.89,28504.96,40426.24,96.8,9573.64,348.04,942.3
174850.0,107.92,28512.87,40437.44,96.82,9576.3,348.14,942.56
174900.0,107.94,28520.78,40448.65,96.85,9578.96,348.24,942.82
174940.0,107.97,28528.69,40459.86,96.88,9581.62,348.33,943.08
174990.0,107.99,28536.59,40471.07,96.9,9584.28,348.43,943.34
175040.0,108.02,28544.5,40482.28,96.93,9586.94,348.53,943.6
175080.0,108.04,28552.41,40493.48,96.96,9589.6,348.62,943.87
175130.0,108.07,28560.32,40504.69,96.98,9592.26,348.72,944.13
175180.0,108.09,28568.23,40515.9,97.01,9594.92,348.82,944.39
175220.0,108.12,28576.13,40527.11,97.04,9597.58,348.92,944.65
175270.0,108.14,28584.04,40538.31,97.06,9600.24,349.01,944.91
175320.0,108.17,28591.95,40549.52,97.09,9602.9,349.11,945.18
175370.0,108.19,28599.86,40560.73,97.12,9605.56,349.21,945.44
175410.0,108.22,28607.77,40571.94,97.14,9608.23,349.3,945.7
175460.0,108.24,28615.67,40583.14,97.17,9610.89,349.4,945.96
175510.0,108.27,28623.58,40594.35,97.2,9613.55,349.5,946.22
175550.0,108.29,28631.49,40605.56,97.22,9616.21,349.59,946.49
175600.0,108.32,28639.4,40616.77,97.25,9618.87,349.69,946.75
175650.0,108.34,28647.31,40627.97,97.28,9621.53,349.79,947.01
175690.0,108.37,28655.21,40639.18,97.3,9624.19,349.88,947.27
175740.0,108.39,28663.12,40650.39,97.33,9626.85,349.98,947.53
175790.0,108.41,28671.03,40661.6,97.36,9629.51,350.08,947.8
175830.0,108.44,28678.94,40672.81,97.38,9632.17,350.17,948.06
175880.0,108.46,28686.85,40684.01,97.41,9634.83,350.27,948.32
175930.0,108.49,28694.76,40695.22,97.44,9637.49,350.37,948.58
175980.0,108.51,28702.66,40706.43,97.46,9640.15,350.46,948.84
176020.0,108.54,28710.57,40717.64,97.49,9642.81,350.56,949.11
176070.0,108.56,28718.48,40728.84,97.52,9645.47,350.66,949.37
176120.0,108.59,28726.39,40740.05,97.54,9648.14,350.75,949.63
176160.0,108.61,28734.3,40751.26,97.57,9650.8,350.85,949.89
